what,kind,bundleId,bundleVersion,description,time
error,log,,,"Internal Error",1379900975300
error,log,,,"Internal Error",1379900975300
error,log,,,"Internal Error",1379900975300
error,log,,,"Internal Error",1379900975300
error,log,,,"Internal Error",1379900975300
error,log,,,"Internal Error",1379900975300
error,log,,,"Internal Error",1379900975300
error,log,,,"Internal Error",1379900975300
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975315
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975331
error,log,,,"Internal Error",1379900975346
error,log,,,"Internal Error",1379900975346
error,log,,,"Internal Error",1379900975346
error,log,,,"Internal Error",1379900975346
error,log,,,"Internal Error",1379900975346
error,log,,,"Internal Error",1379900975346
error,log,,,"Internal Error",1379900975346
error,log,,,"Internal Error",1379900975346
error,log,,,"Internal Error",1379900975346
error,log,,,"Internal Error",1379900975346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379900978966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379900979839
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379900979902
error,log,,,"Problems saving workspace",1379900981477
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1379900981524
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1379900981524
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1379900981571
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1379900981618
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1379900981618
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1379900981618
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1379900981618
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1379900981618
