what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1380207555167
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1380207555167
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1380207555182
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1380207555182
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1380207555182
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1380207555182
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1380207555182
started,bundle,com.altera.sbtgui.integration,13.0.0.156,"com.altera.sbtgui.integration",1380207555182
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1380207555182
started,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1380207555182
started,bundle,com.altera.systemconsole,13.0.0.156,"com.altera.systemconsole",1380207555182
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1380207555182
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1380207555182
os,sysinfo,,,"win32",1380207555182
arch,sysinfo,,,"x86",1380207555182
ws,sysinfo,,,"win32",1380207555182
locale,sysinfo,,,"fr_CA",1380207555182
processors,sysinfo,,,"8",1380207555182
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1380207555182
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1380207555182
java.specification.name,sysinfo,,,"Java Platform API Specification",1380207555182
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1380207555182
java.specification.version,sysinfo,,,"1.6",1380207555182
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1380207555182
java.version,sysinfo,,,"1.6.0_23",1380207555182
java.vm.info,sysinfo,,,"mixed mode",1380207555182
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1380207555182
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1380207555182
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1380207555182
java.vm.specification.version,sysinfo,,,"1.0",1380207555182
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1380207555182
java.vm.version,sysinfo,,,"19.0-b09",1380207555182
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1380207557897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1380207560830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1380207562858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380207576633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380207599191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380207599862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380207601297
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380207601344
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1380207601468
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1380207601468
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1380207601515
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1380207601562
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1380207601562
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1380207601562
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1380207601562
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1380207601562
stopped,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1380207601562
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1380207601562
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1380207601562
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1380207601562
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1380207601562
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1380207601562
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1380207601578
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1380207601578
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1380207601578
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1380207601578
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1380207601578
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1380207601578
